Armenia,2731,18.44
Armenia,2732,2.83
Armenia,2733,6.55
Armenia,2734,14.58
Armenia,2735,0.00
Armenia,2736,4.45
Afghanistan,2731,4.83
Afghanistan,2732,5.51
Afghanistan,2734,2.63
Afghanistan,2735,0.40
Afghanistan,2736,1.90
Albania,2731,13.70
Albania,2732,6.94
Albania,2733,9.63
Albania,2734,13.41
Albania,2735,0.04
Albania,2736,4.74
Algeria,2731,4.92
Algeria,2732,7.16
Algeria,2733,0.00
Algeria,2734,7.41
Algeria,2735,0.36
Algeria,2736,1.37
Angola,2731,7.11
Angola,2732,1.09
Angola,2733,7.92
Angola,2734,15.30
Angola,2735,0.44
Angola,2736,1.10
Antigua and Barbuda,2731,12.67
Antigua and Barbuda,2732,3.61
Antigua and Barbuda,2733,12.53
Antigua and Barbuda,2734,58.77
Antigua and Barbuda,2735,0.38
Antigua and Barbuda,2736,3.40
Argentina,2731,54.94
Argentina,2732,1.25
Argentina,2733,9.04
Argentina,2734,35.28
Argentina,2735,1.20
Argentina,2736,5.36
Australia,2731,40.57
Australia,2732,11.21
Australia,2733,23.12
Australia,2734,45.10
Australia,2735,1.09
Australia,2736,7.92
Austria,2731,17.34
Austria,2732,1.13
Austria,2733,67.47
Austria,2734,19.19
Austria,2735,1.20
Austria,2736,0.84
Bahamas,2731,16.50
Bahamas,2732,2.56
Bahamas,2733,22.46
Bahamas,2734,54.84
Bahamas,2735,0.37
Bahamas,2736,3.32
Barbados,2731,13.68
Barbados,2732,3.73
Barbados,2733,6.20
Barbados,2734,49.88
Barbados,2735,0.00
Barbados,2736,2.57
Bangladesh,2731,1.30
Bangladesh,2732,1.33
Bangladesh,2733,0.00
Bangladesh,2734,1.38
Bangladesh,2735,0.10
Bangladesh,2736,0.59
Bermuda,2731,48.21
Bermuda,2732,8.52
Bermuda,2733,21.20
Bermuda,2734,40.28
Bermuda,2735,0.03
Bermuda,2736,0.29
Bolivia,2731,19.80
Bolivia,2732,1.78
Bolivia,2733,8.50
Bolivia,2734,36.45
Bolivia,2735,0.82
Bolivia,2736,3.56
Botswana,2731,8.04
Botswana,2732,3.91
Botswana,2733,0.61
Botswana,2734,5.15
Botswana,2735,12.05
Botswana,2736,3.86
Brazil,2731,39.07
Brazil,2732,0.60
Brazil,2733,12.57
Brazil,2734,40.63
Brazil,2735,0.11
Brazil,2736,2.23
Belize,2731,5.25
Belize,2732,0.10
Belize,2733,15.90
Belize,2734,26.15
Belize,2735,0.27
Belize,2736,0.68
Solomon Islands,2731,5.64
Solomon Islands,2732,0.05
Solomon Islands,2733,4.69
Solomon Islands,2734,6.01
Solomon Islands,2735,0.04
Solomon Islands,2736,0.61
Brunei Darussalam,2731,11.11
Brunei Darussalam,2732,2.01
Brunei Darussalam,2733,6.62
Brunei Darussalam,2734,62.50
Brunei Darussalam,2735,2.03
Brunei Darussalam,2736,0.85
Bulgaria,2731,4.45
Bulgaria,2732,1.90
Bulgaria,2733,28.51
Bulgaria,2734,21.14
Bulgaria,2735,1.06
Bulgaria,2736,4.07
Myanmar,2731,4.99
Myanmar,2732,0.91
Myanmar,2733,11.48
Myanmar,2734,22.14
Myanmar,2735,0.03
Myanmar,2736,1.53
Cameroon,2731,5.44
Cameroon,2732,1.75
Cameroon,2733,1.96
Cameroon,2734,3.32
Cameroon,2735,3.17
Cameroon,2736,1.48
Canada,2731,29.75
Canada,2732,0.99
Canada,2733,24.38
Canada,2734,37.05
Canada,2735,0.06
Canada,2736,0.88
Cabo Verde,2731,3.13
Cabo Verde,2732,2.20
Cabo Verde,2733,24.45
Cabo Verde,2734,18.89
Cabo Verde,2735,0.17
Cabo Verde,2736,1.97
Central African Republic,2731,19.84
Central African Republic,2732,5.31
Central African Republic,2733,4.00
Central African Republic,2734,1.38
Central African Republic,2735,7.17
Central African Republic,2736,3.45
Sri Lanka,2731,1.31
Sri Lanka,2732,0.09
Sri Lanka,2733,0.01
Sri Lanka,2734,4.93
Sri Lanka,2735,0.00
Sri Lanka,2736,0.69
Chad,2731,8.05
Chad,2732,3.43
Chad,2733,0.05
Chad,2734,0.44
Chad,2735,0.51
Chad,2736,2.19
Chile,2731,19.81
Chile,2732,0.60
Chile,2733,23.19
Chile,2734,36.26
Chile,2735,0.24
Chile,2736,1.91
China,2731,4.71
China,2732,2.93
China,2733,35.62
China,2734,12.39
China,2735,1.20
China,2736,3.43
Colombia,2731,16.98
Colombia,2732,0.23
Colombia,2733,5.13
Colombia,2734,23.92
Colombia,2735,0.16
Colombia,2736,2.94
Congo,2731,2.68
Congo,2732,0.40
Congo,2733,2.51
Congo,2734,22.29
Congo,2735,9.71
Congo,2736,2.93
Costa Rica,2731,17.77
Costa Rica,2732,0.02
Costa Rica,2733,10.11
Costa Rica,2734,21.04
Costa Rica,2735,0.00
Costa Rica,2736,1.59
Cuba,2731,6.20
Cuba,2732,1.27
Cuba,2733,19.08
Cuba,2734,17.14
Cuba,2735,6.01
Cuba,2736,1.83
Cyprus,2731,6.97
Cyprus,2732,5.39
Cyprus,2733,38.36
Cyprus,2734,26.58
Cyprus,2735,2.10
Cyprus,2736,2.89
Azerbaijan,2731,13.03
Azerbaijan,2732,8.09
Azerbaijan,2733,0.35
Azerbaijan,2734,9.79
Azerbaijan,2735,0.05
Azerbaijan,2736,2.07
Benin,2731,3.17
Benin,2732,0.86
Benin,2733,0.91
Benin,2734,12.43
Benin,2735,0.83
Benin,2736,0.91
Denmark,2731,29.58
Denmark,2732,0.96
Denmark,2733,18.25
Denmark,2734,25.43
Denmark,2735,0.87
Denmark,2736,5.25
Dominica,2731,9.91
Dominica,2732,1.44
Dominica,2733,12.39
Dominica,2734,30.99
Dominica,2735,0.00
Dominica,2736,3.21
Dominican Republic,2731,10.27
Dominican Republic,2732,0.20
Dominican Republic,2733,11.68
Dominican Republic,2734,28.29
Dominican Republic,2735,0.03
Dominican Republic,2736,2.22
Belarus,2731,18.26
Belarus,2732,0.11
Belarus,2733,34.83
Belarus,2734,25.24
Belarus,2735,0.25
Belarus,2736,7.11
Ecuador,2731,17.64
Ecuador,2732,0.43
Ecuador,2733,13.74
Ecuador,2734,21.92
Ecuador,2735,0.65
Ecuador,2736,3.59
Egypt,2731,13.17
Egypt,2732,1.61
Egypt,2733,0.01
Egypt,2734,11.61
Egypt,2735,1.61
Egypt,2736,1.89
El Salvador,2731,7.41
El Salvador,2732,0.02
El Salvador,2733,2.59
El Salvador,2734,18.26
El Salvador,2735,0.00
El Salvador,2736,0.92
Estonia,2731,13.57
Estonia,2732,0.49
Estonia,2733,26.09
Estonia,2734,19.23
Estonia,2735,0.18
Estonia,2736,4.95
Fiji,2731,9.71
Fiji,2732,5.19
Fiji,2733,4.60
Fiji,2734,24.56
Fiji,2735,0.12
Fiji,2736,3.10
Finland,2731,18.91
Finland,2732,0.58
Finland,2733,34.77
Finland,2734,18.19
Finland,2735,2.05
Finland,2736,1.49
France,2731,25.35
France,2732,3.30
France,2733,33.47
France,2734,23.08
France,2735,3.46
France,2736,6.33
French Polynesia,2731,33.90
French Polynesia,2732,3.62
French Polynesia,2733,16.61
French Polynesia,2734,48.48
French Polynesia,2735,3.12
French Polynesia,2736,4.59
Djibouti,2731,8.19
Djibouti,2732,5.36
Djibouti,2733,0.17
Djibouti,2734,0.84
Djibouti,2735,0.94
Djibouti,2736,3.56
Georgia,2731,6.73
Georgia,2732,0.87
Georgia,2733,6.59
Georgia,2734,12.71
Georgia,2735,0.11
Georgia,2736,2.07
Gabon,2731,6.55
Gabon,2732,1.20
Gabon,2733,7.00
Gabon,2734,33.10
Gabon,2735,18.60
Gabon,2736,7.18
Gambia,2731,2.27
Gambia,2732,0.77
Gambia,2733,0.37
Gambia,2734,4.33
Gambia,2735,0.74
Gambia,2736,0.61
Germany,2731,13.37
Germany,2732,0.88
Germany,2733,53.48
Germany,2734,17.97
Germany,2735,2.22
Germany,2736,0.99
Bosnia and Herzegovina,2731,9.56
Bosnia and Herzegovina,2732,0.69
Bosnia and Herzegovina,2733,9.00
Bosnia and Herzegovina,2734,14.24
Bosnia and Herzegovina,2735,0.00
Bosnia and Herzegovina,2736,2.47
Ghana,2731,1.18
Ghana,2732,1.78
Ghana,2733,1.13
Ghana,2734,8.01
Ghana,2735,4.81
Ghana,2736,1.50
Kiribati,2731,6.48
Kiribati,2732,0.03
Kiribati,2733,9.15
Kiribati,2734,15.60
Kiribati,2735,0.00
Kiribati,2736,0.81
Greece,2731,18.70
Greece,2732,12.76
Greece,2733,31.80
Greece,2734,14.74
Greece,2735,2.48
Greece,2736,2.70
Grenada,2731,6.30
Grenada,2732,1.34
Grenada,2733,9.90
Grenada,2734,41.47
Grenada,2735,1.24
Grenada,2736,1.50
Guatemala,2731,5.59
Guatemala,2732,0.23
Guatemala,2733,5.18
Guatemala,2734,16.59
Guatemala,2735,0.24
Guatemala,2736,1.01
Guinea,2731,4.77
Guinea,2732,1.32
Guinea,2733,0.25
Guinea,2734,1.56
Guinea,2735,0.52
Guinea,2736,1.20
Guyana,2731,2.51
Guyana,2732,1.05
Guyana,2733,2.21
Guyana,2734,35.39
Guyana,2735,0.14
Guyana,2736,0.72
Haiti,2731,4.63
Haiti,2732,0.64
Haiti,2733,4.42
Haiti,2734,7.61
Haiti,2735,0.94
Haiti,2736,1.49
Honduras,2731,7.00
Honduras,2732,0.03
Honduras,2733,5.79
Honduras,2734,22.76
Honduras,2735,0.01
Honduras,2736,1.26
Hungary,2731,6.01
Hungary,2732,0.14
Hungary,2733,41.41
Hungary,2734,25.21
Hungary,2735,0.99
Hungary,2736,1.17
Croatia,2731,9.06
Croatia,2732,0.81
Croatia,2733,42.60
Croatia,2734,8.86
Croatia,2735,0.73
Croatia,2736,1.98
Iceland,2731,12.96
Iceland,2732,21.45
Iceland,2733,20.03
Iceland,2734,24.54
Iceland,2735,8.41
Iceland,2736,4.99
India,2731,1.23
India,2732,0.62
India,2733,0.30
India,2734,1.85
India,2735,0.14
India,2736,0.43
Indonesia,2731,2.46
Indonesia,2732,0.47
Indonesia,2733,2.96
Indonesia,2734,6.95
Indonesia,2735,0.02
Indonesia,2736,1.84
Iran,2731,5.77
Iran,2732,3.41
Iran,2733,0.00
Iran,2734,25.94
Iran,2735,0.25
Iran,2736,1.43
Iraq,2731,2.64
Iraq,2732,1.77
Iraq,2733,0.00
Iraq,2734,14.42
Iraq,2735,0.05
Iraq,2736,0.43
Ireland,2731,22.89
Ireland,2732,2.80
Ireland,2733,32.44
Ireland,2734,21.44
Ireland,2735,0.75
Ireland,2736,5.71
Israel,2731,27.69
Israel,2732,2.09
Israel,2733,2.47
Israel,2734,69.65
Israel,2735,0.01
Israel,2736,6.79
Italy,2731,21.53
Italy,2732,1.17
Italy,2733,40.12
Italy,2734,18.14
Italy,2735,5.69
Italy,2736,2.61
Cote d'Ivoire,2731,1.86
Cote d'Ivoire,2732,0.68
Cote d'Ivoire,2733,1.09
Cote d'Ivoire,2734,1.80
Cote d'Ivoire,2735,8.72
Cote d'Ivoire,2736,3.00
Kazakhstan,2731,22.13
Kazakhstan,2732,9.27
Kazakhstan,2733,16.97
Kazakhstan,2734,16.06
Kazakhstan,2735,5.32
Kazakhstan,2736,5.55
Jamaica,2731,5.51
Jamaica,2732,1.49
Jamaica,2733,3.95
Jamaica,2734,51.25
Jamaica,2735,0.02
Jamaica,2736,3.40
Japan,2731,8.96
Japan,2732,0.15
Japan,2733,20.51
Japan,2734,19.05
Japan,2735,0.11
Japan,2736,2.54
Jordan,2731,7.88
Jordan,2732,4.86
Jordan,2733,0.02
Jordan,2734,33.65
Jordan,2735,0.12
Jordan,2736,1.14
Kyrgyzstan,2731,15.13
Kyrgyzstan,2732,9.07
Kyrgyzstan,2733,4.96
Kyrgyzstan,2734,6.46
Kyrgyzstan,2735,1.16
Kyrgyzstan,2736,3.43
Kenya,2731,10.90
Kenya,2732,2.05
Kenya,2733,0.26
Kenya,2734,0.61
Kenya,2735,2.22
Kenya,2736,1.79
Cambodia,2731,4.99
Cambodia,2732,0.00
Cambodia,2733,8.02
Cambodia,2734,1.94
Cambodia,2735,0.00
Cambodia,2736,1.45
North Korea,2731,0.89
North Korea,2732,0.65
North Korea,2733,4.56
North Korea,2734,1.73
North Korea,2735,6.07
North Korea,2736,0.64
South Korea,2731,14.61
South Korea,2732,0.13
South Korea,2733,30.92
South Korea,2734,16.36
South Korea,2735,0.21
South Korea,2736,3.53
Kuwait,2731,8.72
Kuwait,2732,13.93
Kuwait,2734,63.34
Kuwait,2735,0.83
Kuwait,2736,4.54
Latvia,2731,4.83
Latvia,2732,0.36
Latvia,2733,42.41
Latvia,2734,20.80
Latvia,2735,0.24
Latvia,2736,7.47
Laos,2731,7.07
Laos,2732,0.26
Laos,2733,8.68
Laos,2734,3.82
Laos,2735,0.00
Laos,2736,1.66
Lebanon,2731,17.15
Lebanon,2732,2.37
Lebanon,2733,2.03
Lebanon,2734,22.03
Lebanon,2735,0.02
Lebanon,2736,1.55
Lesotho,2731,6.13
Lesotho,2732,3.71
Lesotho,2733,2.51
Lesotho,2734,5.20
Lesotho,2735,4.88
Lesotho,2736,1.82
Liberia,2731,0.76
Liberia,2732,0.50
Liberia,2733,3.74
Liberia,2734,7.88
Liberia,2735,2.28
Liberia,2736,0.57
Lithuania,2731,3.65
Lithuania,2732,0.21
Lithuania,2733,45.35
Lithuania,2734,23.35
Lithuania,2735,0.43
Lithuania,2736,4.18
Madagascar,2731,7.66
Madagascar,2732,0.59
Madagascar,2733,2.66
Madagascar,2734,3.36
Madagascar,2735,0.37
Madagascar,2736,1.94
Malawi,2731,2.21
Malawi,2732,1.87
Malawi,2733,2.86
Malawi,2734,1.45
Malawi,2735,0.00
Malawi,2736,1.29
Malaysia,2731,5.87
Malaysia,2732,0.69
Malaysia,2733,8.60
Malaysia,2734,38.09
Malaysia,2735,0.01
Malaysia,2736,3.73
Maldives,2731,6.72
Maldives,2732,0.82
Maldives,2733,1.32
Maldives,2734,12.92
Maldives,2735,2.55
Maldives,2736,0.00
Mali,2731,10.39
Mali,2732,8.68
Mali,2733,0.19
Mali,2734,2.94
Mali,2735,3.05
Mali,2736,3.67
Malta,2731,18.48
Malta,2732,1.61
Malta,2733,33.23
Malta,2734,25.46
Malta,2735,5.65
Malta,2736,1.98
Mauritania,2731,7.31
Mauritania,2732,12.16
Mauritania,2733,0.00
Mauritania,2734,4.29
Mauritania,2735,6.76
Mauritania,2736,4.12
Mauritius,2731,6.00
Mauritius,2732,4.20
Mauritius,2733,3.29
Mauritius,2734,38.09
Mauritius,2735,0.80
Mauritius,2736,1.39
Mexico,2731,16.04
Mexico,2732,0.93
Mexico,2733,13.80
Mexico,2734,29.54
Mexico,2735,0.65
Mexico,2736,5.18
Mongolia,2731,18.69
Mongolia,2732,45.11
Mongolia,2733,0.11
Mongolia,2734,2.05
Mongolia,2735,7.63
Mongolia,2736,10.57
Morocco,2731,6.56
Morocco,2732,5.21
Morocco,2733,0.03
Morocco,2734,20.19
Morocco,2735,1.71
Morocco,2736,1.93
Mozambique,2731,1.13
Mozambique,2732,0.84
Mozambique,2733,4.49
Mozambique,2734,1.75
Mozambique,2735,0.02
Mozambique,2736,0.58
Moldova,2731,1.89
Moldova,2732,0.16
Moldova,2733,19.46
Moldova,2734,15.63
Moldova,2735,0.20
Moldova,2736,3.06
Namibia,2731,9.54
Namibia,2732,5.34
Namibia,2733,3.51
Namibia,2734,9.94
Namibia,2735,4.93
Namibia,2736,3.20
Nepal,2731,7.93
Nepal,2732,2.04
Nepal,2733,0.66
Nepal,2734,1.35
Nepal,2735,0.00
Nepal,2736,1.90
Netherlands,2731,14.98
Netherlands,2732,0.97
Netherlands,2733,33.97
Netherlands,2734,12.39
Netherlands,2735,10.45
Netherlands,2736,0.57
New Caledonia,2731,16.26
New Caledonia,2732,2.20
New Caledonia,2733,16.83
New Caledonia,2734,43.71
New Caledonia,2735,0.09
New Caledonia,2736,6.44
Macedonia,2731,8.01
Macedonia,2732,1.57
Macedonia,2733,8.88
Macedonia,2734,16.96
Macedonia,2735,0.13
Macedonia,2736,4.43
Vanuatu,2731,6.90
Vanuatu,2732,0.29
Vanuatu,2733,15.21
Vanuatu,2734,12.23
Vanuatu,2735,1.96
Vanuatu,2736,3.15
New Zealand,2731,47.61
New Zealand,2732,20.52
New Zealand,2733,19.42
New Zealand,2734,35.51
New Zealand,2735,3.74
New Zealand,2736,5.06
Nicaragua,2731,5.22
Nicaragua,2732,0.01
Nicaragua,2733,3.04
Nicaragua,2734,18.62
Nicaragua,2735,0.43
Nicaragua,2736,2.57
Niger,2731,8.67
Niger,2732,4.17
Niger,2733,0.09
Niger,2734,1.04
Niger,2735,3.92
Niger,2736,2.84
Nigeria,2731,2.34
Nigeria,2732,2.82
Nigeria,2733,1.48
Nigeria,2734,1.83
Nigeria,2735,0.99
Nigeria,2736,0.99
Norway,2731,19.10
Norway,2732,5.09
Norway,2733,23.52
Norway,2734,17.18
Norway,2735,1.22
Norway,2736,2.01
Pakistan,2731,8.59
Pakistan,2732,2.43
Pakistan,2733,0.00
Pakistan,2734,4.37
Pakistan,2735,0.13
Pakistan,2736,1.88
Panama,2731,20.78
Panama,2732,0.00
Panama,2733,12.24
Panama,2734,29.38
Panama,2735,1.87
Panama,2736,4.69
Czech Republic,2731,7.29
Czech Republic,2732,0.25
Czech Republic,2733,45.23
Czech Republic,2734,23.09
Czech Republic,2735,4.56
Czech Republic,2736,3.74
Paraguay,2731,17.37
Paraguay,2732,0.56
Paraguay,2733,25.41
Paraguay,2734,6.18
Paraguay,2735,0.58
Paraguay,2736,4.50
Peru,2731,4.23
Peru,2732,0.87
Peru,2733,3.35
Peru,2734,11.52
Peru,2735,1.26
Peru,2736,5.44
Philippines,2731,4.36
Philippines,2732,0.59
Philippines,2733,18.20
Philippines,2734,11.14
Philippines,2735,0.19
Philippines,2736,2.29
Poland,2731,2.43
Poland,2732,0.05
Poland,2733,51.24
Poland,2734,21.69
Poland,2735,0.16
Poland,2736,1.42
Portugal,2731,16.59
Portugal,2732,2.40
Portugal,2733,40.75
Portugal,2734,29.16
Portugal,2735,1.41
Portugal,2736,5.58
Guinea-Bissau,2731,4.02
Guinea-Bissau,2732,1.47
Guinea-Bissau,2733,9.29
Guinea-Bissau,2734,2.06
Guinea-Bissau,2735,0.00
Guinea-Bissau,2736,1.54
Timor-Leste,2731,1.70
Timor-Leste,2732,0.47
Timor-Leste,2733,10.21
Timor-Leste,2734,4.87
Timor-Leste,2735,18.07
Timor-Leste,2736,0.85
Zimbabwe,2731,7.66
Zimbabwe,2732,1.00
Zimbabwe,2733,2.81
Zimbabwe,2734,6.69
Zimbabwe,2735,2.60
Zimbabwe,2736,1.59
Romania,2731,6.52
Romania,2732,3.01
Romania,2733,28.39
Romania,2734,15.04
Romania,2735,0.45
Romania,2736,3.76
Rwanda,2731,3.13
Rwanda,2732,0.84
Rwanda,2733,0.73
Rwanda,2734,0.22
Rwanda,2735,1.38
Rwanda,2736,0.82
Russian Federation,2731,16.24
Russian Federation,2732,1.38
Russian Federation,2733,23.00
Russian Federation,2734,23.10
Russian Federation,2735,3.17
Russian Federation,2736,5.32
Saint Kitts and Nevis,2731,10.50
Saint Kitts and Nevis,2732,1.70
Saint Kitts and Nevis,2733,8.52
Saint Kitts and Nevis,2734,57.68
Saint Kitts and Nevis,2735,4.95
Saint Kitts and Nevis,2736,2.26
Saint Lucia,2731,6.86
Saint Lucia,2732,2.92
Saint Lucia,2733,13.50
Saint Lucia,2734,69.52
Saint Lucia,2735,0.08
Saint Lucia,2736,4.23
Saint Vincent and the Grenadines,2731,12.04
Saint Vincent and the Grenadines,2732,1.32
Saint Vincent and the Grenadines,2733,13.60
Saint Vincent and the Grenadines,2734,74.16
Saint Vincent and the Grenadines,2735,0.04
Saint Vincent and the Grenadines,2736,1.50
Sao Tome and Principe,2731,4.29
Sao Tome and Principe,2732,0.15
Sao Tome and Principe,2733,4.04
Sao Tome and Principe,2734,10.60
Sao Tome and Principe,2735,0.27
Sao Tome and Principe,2736,0.17
Saudi Arabia,2731,6.20
Saudi Arabia,2732,6.22
Saudi Arabia,2734,48.00
Saudi Arabia,2735,1.59
Saudi Arabia,2736,3.61
Senegal,2731,5.28
Senegal,2732,2.87
Senegal,2733,0.87
Senegal,2734,4.21
Senegal,2735,1.28
Senegal,2736,1.66
Sierra Leone,2731,1.81
Sierra Leone,2732,0.66
Sierra Leone,2733,0.69
Sierra Leone,2734,4.12
Sierra Leone,2735,1.93
Sierra Leone,2736,0.67
Slovenia,2731,19.67
Slovenia,2732,0.92
Slovenia,2733,37.02
Slovenia,2734,23.54
Slovenia,2735,0.40
Slovenia,2736,3.99
Slovakia,2731,4.49
Slovakia,2732,0.13
Slovakia,2733,34.71
Slovakia,2734,16.41
Slovakia,2735,2.89
Slovakia,2736,1.74
South Africa,2731,15.83
South Africa,2732,3.34
South Africa,2733,4.49
South Africa,2734,34.80
South Africa,2735,0.87
South Africa,2736,4.78
Spain,2731,13.03
Spain,2732,2.72
Spain,2733,48.36
Spain,2734,27.01
Spain,2735,2.01
Spain,2736,2.68
Suriname,2731,11.52
Suriname,2732,0.09
Suriname,2733,8.25
Suriname,2734,35.56
Suriname,2735,0.22
Suriname,2736,0.85
Tajikistan,2731,3.85
Tajikistan,2732,5.39
Tajikistan,2733,1.11
Tajikistan,2734,3.32
Tajikistan,2735,0.23
Tajikistan,2736,1.67
Swaziland,2731,14.76
Swaziland,2732,1.89
Swaziland,2733,1.35
Swaziland,2734,5.27
Swaziland,2735,0.29
Swaziland,2736,2.04
Sweden,2731,24.18
Sweden,2732,1.35
Sweden,2733,37.94
Sweden,2734,15.72
Sweden,2735,2.50
Sweden,2736,0.83
Switzerland,2731,21.51
Switzerland,2732,1.53
Switzerland,2733,33.38
Switzerland,2734,16.26
Switzerland,2735,2.05
Switzerland,2736,3.47
Turkmenistan,2731,26.63
Turkmenistan,2732,26.14
Turkmenistan,2733,0.69
Turkmenistan,2734,3.91
Turkmenistan,2735,0.27
Turkmenistan,2736,0.49
Taiwan,2731,5.22
Taiwan,2732,0.99
Taiwan,2733,39.30
Taiwan,2734,33.94
Taiwan,2735,0.06
Taiwan,2736,3.26
Tanzania,2731,5.67
Tanzania,2732,1.22
Tanzania,2733,0.34
Tanzania,2734,2.06
Tanzania,2735,0.45
Tanzania,2736,1.25
Thailand,2731,2.64
Thailand,2732,0.04
Thailand,2733,12.97
Thailand,2734,12.24
Thailand,2735,0.00
Thailand,2736,1.13
Togo,2731,1.52
Togo,2732,1.74
Togo,2733,1.58
Togo,2734,6.47
Togo,2735,0.89
Togo,2736,0.90
Trinidad and Tobago,2731,4.73
Trinidad and Tobago,2732,2.75
Trinidad and Tobago,2733,7.52
Trinidad and Tobago,2734,53.82
Trinidad and Tobago,2735,0.06
Trinidad and Tobago,2736,2.56
Oman,2731,12.06
Oman,2732,14.48
Oman,2733,0.00
Oman,2734,29.43
Oman,2735,2.97
Oman,2736,3.52
Tunisia,2731,5.56
Tunisia,2732,5.59
Tunisia,2733,0.00
Tunisia,2734,13.70
Tunisia,2735,0.86
Tunisia,2736,1.42
Turkey,2731,10.34
Turkey,2732,4.03
Turkey,2733,0.00
Turkey,2734,19.02
Turkey,2735,0.03
Turkey,2736,0.97
United Arab Emirates,2731,5.16
United Arab Emirates,2732,7.55
United Arab Emirates,2734,39.39
United Arab Emirates,2735,3.42
United Arab Emirates,2736,1.99
Uganda,2731,5.29
Uganda,2732,1.25
Uganda,2733,3.35
Uganda,2734,1.78
Uganda,2735,0.87
Uganda,2736,1.52
United Kingdom,2731,18.76
United Kingdom,2732,4.68
United Kingdom,2733,26.69
United Kingdom,2734,30.81
United Kingdom,2735,1.52
United Kingdom,2736,1.98
Ukraine,2731,8.47
Ukraine,2732,0.43
Ukraine,2733,17.53
Ukraine,2734,22.00
Ukraine,2735,0.56
Ukraine,2736,3.43
United States,2731,37.04
United States,2732,0.40
United States,2733,27.93
United States,2734,51.44
United States,2735,0.80
United States,2736,0.32
Burkina Faso,2731,7.87
Burkina Faso,2732,3.33
Burkina Faso,2733,1.99
Burkina Faso,2734,2.40
Burkina Faso,2735,0.66
Burkina Faso,2736,2.38
Uruguay,2731,26.05
Uruguay,2732,5.88
Uruguay,2733,13.35
Uruguay,2734,23.73
Uruguay,2735,0.65
Uruguay,2736,2.61
Uzbekistan,2731,27.12
Uzbekistan,2732,4.09
Uzbekistan,2733,0.96
Uzbekistan,2734,1.52
Uzbekistan,2735,0.21
Uzbekistan,2736,3.14
Venezuela,2731,20.17
Venezuela,2732,0.32
Venezuela,2733,7.12
Venezuela,2734,45.17
Venezuela,2735,8.39
Venezuela,2736,2.58
Vietnam,2731,7.17
Vietnam,2732,0.14
Vietnam,2733,34.39
Vietnam,2734,15.59
Vietnam,2735,0.30
Vietnam,2736,4.14
Ethiopia,2731,4.55
Ethiopia,2732,1.55
Ethiopia,2733,0.02
Ethiopia,2734,0.60
Ethiopia,2735,1.26
Ethiopia,2736,1.50
Samoa,2731,8.26
Samoa,2732,5.04
Samoa,2733,20.22
Samoa,2734,58.13
Samoa,2735,0.01
Samoa,2736,2.33
Yemen,2731,4.82
Yemen,2732,3.70
Yemen,2733,0.01
Yemen,2734,9.94
Yemen,2735,0.14
Yemen,2736,1.67
Zambia,2731,4.97
Zambia,2732,0.70
Zambia,2733,1.71
Zambia,2734,3.23
Zambia,2735,2.79
Zambia,2736,1.15
Belgium,2731,16.15
Belgium,2732,1.49
Belgium,2733,35.10
Belgium,2734,22.91
Belgium,2735,1.20
Belgium,2736,2.59
Luxembourg,2731,29.74
Luxembourg,2732,1.95
Luxembourg,2733,42.54
Luxembourg,2734,24.16
Luxembourg,2735,1.59
Luxembourg,2736,4.49
Serbia,2731,8.24
Serbia,2732,2.49
Serbia,2733,27.46
Serbia,2734,11.00
Serbia,2735,0.03
Serbia,2736,8.14
Montenegro,2731,9.83
Montenegro,2732,1.70
Montenegro,2733,52.19
Montenegro,2734,13.75
Montenegro,2735,0.01
Montenegro,2736,2.38